,pokedex_number,generation,is_sub_legendary,is_legendary,is_mythical,type_number,height_m,weight_kg,abilities_number,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,egg_type_number,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
471,394,4,0,0,0,1,0.8,23.0,2,405.0,64.0,66.0,68.0,81.0,76.0,50.0,45.0,70.0,142.0,2,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
472,395,4,0,0,0,2,1.7,84.5,2,530.0,84.0,86.0,88.0,111.0,101.0,60.0,45.0,70.0,239.0,2,87.5,20.0,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
473,396,4,0,0,0,2,0.3,2.0,2,245.0,40.0,55.0,30.0,30.0,30.0,60.0,255.0,70.0,49.0,1,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
474,397,4,0,0,0,2,0.6,15.5,2,340.0,55.0,75.0,50.0,40.0,40.0,80.0,120.0,70.0,119.0,1,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
475,398,4,0,0,0,2,1.2,24.9,2,485.0,85.0,120.0,70.0,50.0,60.0,100.0,45.0,70.0,218.0,1,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
476,399,4,0,0,0,1,0.5,20.0,3,250.0,59.0,45.0,40.0,35.0,40.0,31.0,255.0,70.0,50.0,2,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
477,400,4,0,0,0,2,1.0,31.5,3,410.0,79.0,85.0,60.0,55.0,60.0,71.0,127.0,70.0,144.0,2,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
478,401,4,0,0,0,1,0.3,2.2,2,194.0,37.0,25.0,41.0,25.0,41.0,25.0,255.0,70.0,39.0,1,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
479,402,4,0,0,0,1,1.0,25.5,2,384.0,77.0,85.0,51.0,55.0,51.0,65.0,45.0,70.0,134.0,1,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
480,403,4,0,0,0,1,0.5,9.5,3,263.0,45.0,65.0,34.0,40.0,34.0,45.0,235.0,70.0,53.0,1,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
481,404,4,0,0,0,1,0.9,30.5,3,363.0,60.0,85.0,49.0,60.0,49.0,60.0,120.0,100.0,127.0,1,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
482,405,4,0,0,0,1,1.4,42.0,3,523.0,80.0,120.0,79.0,95.0,79.0,70.0,45.0,70.0,235.0,1,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
483,406,4,0,0,0,2,0.2,1.2,3,280.0,40.0,30.0,35.0,50.0,70.0,55.0,255.0,70.0,56.0,1,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
484,407,4,0,0,0,2,0.9,14.5,3,515.0,60.0,70.0,65.0,125.0,105.0,90.0,75.0,70.0,232.0,2,50.0,20.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
485,408,4,0,0,0,1,0.9,31.5,2,350.0,67.0,125.0,40.0,30.0,30.0,58.0,45.0,70.0,70.0,1,87.5,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
486,409,4,0,0,0,1,1.6,102.5,2,495.0,97.0,165.0,60.0,65.0,50.0,58.0,45.0,70.0,173.0,1,87.5,30.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
487,410,4,0,0,0,2,0.5,57.0,2,350.0,30.0,42.0,118.0,42.0,88.0,30.0,45.0,70.0,70.0,1,87.5,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
488,411,4,0,0,0,2,1.3,149.5,2,495.0,60.0,52.0,168.0,47.0,138.0,30.0,45.0,70.0,173.0,1,87.5,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
489,412,4,0,0,0,1,0.2,3.4,2,224.0,40.0,29.0,45.0,29.0,45.0,36.0,120.0,70.0,45.0,1,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
490,413,4,0,0,0,2,0.5,6.5,2,424.0,60.0,59.0,85.0,79.0,105.0,36.0,45.0,70.0,148.0,1,0.0,15.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
491,413,4,0,0,0,2,0.5,6.5,2,424.0,60.0,79.0,105.0,59.0,85.0,36.0,45.0,70.0,148.0,1,0.0,15.0,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
492,413,4,0,0,0,2,0.5,6.5,2,424.0,60.0,69.0,95.0,69.0,95.0,36.0,45.0,70.0,148.0,1,0.0,15.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
493,414,4,0,0,0,2,0.9,23.3,2,424.0,70.0,94.0,50.0,94.0,50.0,66.0,45.0,70.0,148.0,1,100.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
494,415,4,0,0,0,2,0.3,5.5,2,244.0,30.0,30.0,42.0,30.0,42.0,70.0,120.0,70.0,49.0,1,87.5,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
495,416,4,0,0,0,2,1.2,38.5,2,474.0,70.0,80.0,102.0,80.0,102.0,40.0,45.0,70.0,166.0,1,0.0,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
496,417,4,0,0,0,1,0.4,3.9,3,405.0,60.0,45.0,70.0,45.0,90.0,95.0,200.0,100.0,142.0,2,50.0,10.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
497,418,4,0,0,0,1,0.7,29.5,2,330.0,55.0,65.0,35.0,60.0,30.0,85.0,190.0,70.0,66.0,2,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
498,419,4,0,0,0,1,1.1,33.5,2,495.0,85.0,105.0,55.0,85.0,50.0,115.0,75.0,70.0,173.0,2,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
499,420,4,0,0,0,1,0.4,3.3,1,275.0,45.0,35.0,45.0,62.0,53.0,35.0,190.0,70.0,55.0,2,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
500,421,4,0,0,0,1,0.5,9.3,1,450.0,70.0,60.0,70.0,87.0,78.0,85.0,75.0,70.0,158.0,2,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
501,422,4,0,0,0,1,0.3,6.3,3,325.0,76.0,48.0,48.0,57.0,62.0,34.0,190.0,70.0,65.0,2,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
502,423,4,0,0,0,2,0.9,29.9,3,475.0,111.0,83.0,68.0,92.0,82.0,39.0,75.0,70.0,166.0,2,50.0,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
503,424,4,0,0,0,1,1.2,20.3,3,482.0,75.0,100.0,66.0,60.0,66.0,115.0,45.0,100.0,169.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
504,425,4,0,0,0,2,0.4,1.2,3,348.0,90.0,50.0,34.0,60.0,44.0,70.0,125.0,70.0,70.0,1,50.0,30.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
505,426,4,0,0,0,2,1.2,15.0,3,498.0,150.0,80.0,44.0,90.0,54.0,80.0,60.0,70.0,174.0,1,50.0,30.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
506,427,4,0,0,0,1,0.4,5.5,3,350.0,55.0,66.0,44.0,44.0,56.0,85.0,190.0,0.0,70.0,2,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
507,428,4,0,0,0,1,1.2,33.3,3,480.0,65.0,76.0,84.0,54.0,96.0,105.0,60.0,140.0,168.0,2,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
508,428,4,0,0,0,2,1.3,28.3,1,580.0,65.0,136.0,94.0,54.0,96.0,135.0,60.0,140.0,203.0,2,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
509,429,4,0,0,0,1,0.9,4.4,1,495.0,60.0,60.0,60.0,105.0,105.0,105.0,45.0,35.0,173.0,1,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
510,430,4,0,0,0,2,0.9,27.3,3,505.0,100.0,125.0,52.0,105.0,52.0,71.0,30.0,35.0,177.0,1,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
511,431,4,0,0,0,1,0.5,3.9,3,310.0,49.0,55.0,42.0,42.0,37.0,85.0,190.0,70.0,62.0,1,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
512,432,4,0,0,0,1,1.0,43.8,3,452.0,71.0,82.0,64.0,64.0,59.0,112.0,75.0,70.0,158.0,1,25.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
513,433,4,0,0,0,1,0.2,0.6,1,285.0,45.0,30.0,50.0,65.0,50.0,45.0,120.0,70.0,57.0,1,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
514,434,4,0,0,0,2,0.4,19.2,3,329.0,63.0,63.0,47.0,41.0,41.0,74.0,225.0,70.0,66.0,1,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
515,435,4,0,0,0,2,1.0,38.0,3,479.0,103.0,93.0,67.0,71.0,61.0,84.0,60.0,70.0,168.0,1,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
516,436,4,0,0,0,2,0.5,60.5,3,300.0,57.0,24.0,86.0,24.0,86.0,23.0,255.0,70.0,60.0,1,,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
517,437,4,0,0,0,2,1.3,187.0,3,500.0,67.0,89.0,116.0,79.0,116.0,33.0,90.0,70.0,175.0,1,,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
518,438,4,0,0,0,1,0.5,15.0,3,290.0,50.0,80.0,95.0,10.0,45.0,10.0,255.0,70.0,58.0,1,50.0,20.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
519,439,4,0,0,0,2,0.6,13.0,3,310.0,20.0,25.0,45.0,70.0,90.0,60.0,145.0,70.0,62.0,1,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
520,440,4,0,0,0,1,0.6,24.4,3,220.0,100.0,5.0,5.0,15.0,65.0,30.0,130.0,140.0,110.0,1,0.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
521,441,4,0,0,0,2,0.5,1.9,3,411.0,76.0,65.0,45.0,92.0,42.0,91.0,30.0,35.0,144.0,1,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
522,442,4,0,0,0,2,1.0,108.0,2,485.0,50.0,92.0,108.0,92.0,108.0,35.0,100.0,70.0,170.0,1,50.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
523,443,4,0,0,0,2,0.7,20.5,2,300.0,58.0,70.0,45.0,40.0,45.0,42.0,45.0,70.0,60.0,2,50.0,40.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
524,444,4,0,0,0,2,1.4,56.0,2,410.0,68.0,90.0,65.0,50.0,55.0,82.0,45.0,70.0,144.0,2,50.0,40.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
525,445,4,0,0,0,2,1.9,95.0,2,600.0,108.0,130.0,95.0,80.0,85.0,102.0,45.0,70.0,270.0,2,50.0,40.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
526,445,4,0,0,0,2,1.9,95.0,1,700.0,108.0,170.0,115.0,120.0,95.0,92.0,45.0,70.0,315.0,2,50.0,40.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
527,446,4,0,0,0,1,0.6,105.0,3,390.0,135.0,85.0,40.0,40.0,85.0,5.0,50.0,70.0,78.0,1,87.5,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
528,447,4,0,0,0,1,0.7,20.2,3,285.0,40.0,70.0,40.0,35.0,40.0,60.0,75.0,70.0,57.0,1,87.5,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
529,448,4,0,0,0,2,1.2,54.0,3,525.0,70.0,110.0,70.0,115.0,70.0,90.0,45.0,70.0,184.0,2,87.5,25.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
530,448,4,0,0,0,2,1.3,57.5,1,625.0,70.0,145.0,88.0,140.0,70.0,112.0,45.0,70.0,219.0,2,87.5,25.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
531,449,4,0,0,0,1,0.8,49.5,2,330.0,68.0,72.0,78.0,38.0,42.0,32.0,140.0,70.0,66.0,1,50.0,30.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
532,450,4,0,0,0,1,2.0,300.0,2,525.0,108.0,112.0,118.0,68.0,72.0,47.0,60.0,70.0,184.0,1,50.0,30.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
533,451,4,0,0,0,2,0.8,12.0,3,330.0,40.0,50.0,90.0,30.0,55.0,65.0,120.0,70.0,66.0,2,50.0,20.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
534,452,4,0,0,0,2,1.3,61.5,3,500.0,70.0,90.0,110.0,60.0,75.0,95.0,45.0,70.0,175.0,2,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
535,453,4,0,0,0,2,0.7,23.0,3,300.0,48.0,61.0,40.0,61.0,40.0,50.0,140.0,100.0,60.0,1,50.0,10.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
536,454,4,0,0,0,2,1.3,44.4,3,490.0,83.0,106.0,65.0,86.0,65.0,85.0,75.0,70.0,172.0,1,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
537,455,4,0,0,0,1,1.4,27.0,1,454.0,74.0,100.0,72.0,90.0,72.0,46.0,200.0,70.0,159.0,1,50.0,25.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
538,456,4,0,0,0,1,0.4,7.0,3,330.0,49.0,49.0,56.0,49.0,61.0,66.0,190.0,70.0,66.0,1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
539,457,4,0,0,0,1,1.2,24.0,3,460.0,69.0,69.0,76.0,69.0,86.0,91.0,75.0,70.0,161.0,1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
540,458,4,0,0,0,2,1.0,65.0,3,345.0,45.0,20.0,50.0,60.0,120.0,50.0,25.0,70.0,69.0,1,50.0,25.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
541,459,4,0,0,0,2,1.0,50.5,2,334.0,60.0,62.0,50.0,62.0,60.0,40.0,120.0,70.0,67.0,2,50.0,20.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
542,460,4,0,0,0,2,2.2,135.5,2,494.0,90.0,92.0,75.0,92.0,85.0,60.0,60.0,70.0,173.0,2,50.0,20.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
543,460,4,0,0,0,2,2.7,185.0,1,594.0,90.0,132.0,105.0,132.0,105.0,30.0,60.0,70.0,208.0,2,50.0,20.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
544,461,4,0,0,0,2,1.1,34.0,2,510.0,70.0,120.0,65.0,45.0,85.0,125.0,45.0,35.0,179.0,1,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
545,462,4,0,0,0,2,1.2,180.0,3,535.0,70.0,70.0,115.0,130.0,90.0,60.0,30.0,70.0,241.0,1,,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
546,463,4,0,0,0,1,1.7,140.0,3,515.0,110.0,85.0,95.0,80.0,95.0,50.0,30.0,70.0,180.0,1,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
547,464,4,0,0,0,2,2.4,282.8,3,535.0,115.0,140.0,130.0,55.0,55.0,40.0,30.0,70.0,241.0,2,50.0,20.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
548,465,4,0,0,0,1,2.0,128.6,3,535.0,100.0,100.0,125.0,110.0,50.0,50.0,30.0,70.0,187.0,1,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
549,466,4,0,0,0,1,1.8,138.6,2,540.0,75.0,123.0,67.0,95.0,85.0,95.0,30.0,70.0,243.0,1,75.0,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
550,467,4,0,0,0,1,1.6,68.0,2,540.0,75.0,95.0,67.0,125.0,95.0,83.0,30.0,70.0,243.0,1,75.0,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
551,468,4,0,0,0,2,1.5,38.0,3,545.0,85.0,50.0,95.0,120.0,115.0,80.0,30.0,70.0,245.0,2,87.5,10.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
552,469,4,0,0,0,2,1.9,51.5,3,515.0,86.0,76.0,86.0,116.0,56.0,95.0,30.0,70.0,180.0,1,50.0,20.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
553,470,4,0,0,0,1,1.0,25.5,2,525.0,65.0,110.0,130.0,60.0,65.0,95.0,45.0,35.0,184.0,1,87.5,35.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
554,471,4,0,0,0,1,0.8,25.9,2,525.0,65.0,60.0,110.0,130.0,95.0,65.0,45.0,35.0,184.0,1,87.5,35.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
555,472,4,0,0,0,2,2.0,42.5,3,510.0,75.0,95.0,125.0,45.0,75.0,95.0,30.0,70.0,179.0,1,50.0,20.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
556,473,4,0,0,0,2,2.5,291.0,3,530.0,110.0,130.0,80.0,70.0,60.0,80.0,50.0,70.0,239.0,1,50.0,20.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
557,474,4,0,0,0,1,0.9,34.0,3,535.0,85.0,80.0,70.0,135.0,75.0,90.0,30.0,70.0,241.0,1,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
558,475,4,0,0,0,2,1.6,52.0,2,518.0,68.0,125.0,65.0,65.0,115.0,80.0,45.0,35.0,233.0,2,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
559,475,4,0,0,0,2,1.6,56.4,1,618.0,68.0,165.0,95.0,65.0,115.0,110.0,45.0,35.0,278.0,1,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
560,476,4,0,0,0,2,1.4,340.0,3,525.0,60.0,55.0,145.0,75.0,150.0,40.0,60.0,70.0,184.0,1,50.0,20.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
561,477,4,0,0,0,1,2.2,106.6,2,525.0,45.0,100.0,135.0,65.0,135.0,45.0,45.0,35.0,236.0,1,50.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
562,478,4,0,0,0,2,1.3,26.6,2,480.0,70.0,80.0,70.0,80.0,70.0,110.0,75.0,70.0,168.0,2,0.0,20.0,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0
563,479,4,0,0,0,2,0.3,0.3,1,440.0,50.0,50.0,77.0,95.0,77.0,91.0,45.0,70.0,154.0,1,,20.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
564,479,4,0,0,0,2,0.3,0.3,1,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,70.0,182.0,1,,20.0,1.0,0.5,2.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
